Season,Game_ID,Game_Date,Team,Location,Wins_Entering_Gm,Losses_Entering_Gm,Team_Minutes,Final_Score,Lead_Changes,Ties,Largest_Lead,Full_Timeouts,Short_Timeouts,Qtr_4_Score,L2M_Score,Social Following (Combined Facebook and Twitter,Combined Social Following,Even Combined Social Followings (Missing first)
2017-18,21700910,2/27/2018,WAS,A,35,25,240,107,0,0,21,6,0,84,101,2.38,5.9,
2017-18,21700911,2/27/2018,POR,H,34,26,240,116,0,0,19,4,0,88,113,3.52,6.23,
2017-18,21700911,2/27/2018,SAC,A,18,42,240,99,0,0,0,5,0,80,94,2.71,5.45,
2017-18,21700912,2/27/2018,DEN,H,33,27,240,120,2,6,19,7,0,88,111,2.74,7.96,
2017-18,21700912,2/27/2018,LAC,A,31,27,240,122,3,0,8,7,0,81,118,5.22,7.51,
2017-18,21700913,2/28/2018,MIL,A,33,27,240,87,3,3,9,6,0,70,77,2.29,4.99,
2017-18,21700913,2/28/2018,DET,H,28,32,240,110,3,2,32,2,0,85,107,2.7,7.05,
2017-18,21700914,2/28/2018,ORL,H,18,42,240,104,9,4,3,6,0,89,100,4.35,8.02,
2017-18,21700914,2/28/2018,TOR,A,42,17,240,117,9,4,14,3,0,90,110,3.67,6.46,
2017-18,21700915,2/28/2018,ATL,H,18,43,240,107,4,4,23,5,0,85,99,2.79,7.22,
2017-18,21700915,2/28/2018,IND,A,34,26,240,102,3,4,3,6,0,65,93,4.43,16.62,
2017-18,21700916,2/28/2018,BOS,H,43,19,240,134,0,0,32,3,0,103,132,12.19,14.8,
2017-18,21700916,2/28/2018,CHA,A,28,33,240,106,0,1,0,6,0,79,102,2.61,19.29,
2017-18,21700917,2/28/2018,GSW,A,47,14,,,,,,,,,,16.68,19.06,
2017-18,21700917,2/28/2018,WAS,H,36,25,,,,,,,,,,2.38,5.26,
2017-18,21700918,2/28/2018,PHX,A,18,44,240,110,1,2,14,5,0,82,102,2.88,5.61,
2017-18,21700918,2/28/2018,MEM,H,18,41,240,102,1,2,12,6,0,72,97,2.73,8.73,
2017-18,21700919,2/28/2018,DAL,H,19,42,265,110,6,5,7,9,0,76,98,6,15.78,
2017-18,21700919,2/28/2018,OKC,A,35,27,265,111,7,7,15,6,0,77,98,9.78,12.22,
2017-18,21700920,2/28/2018,NOP,A,34,26,240,121,2,2,5,4,0,87,112,2.44,12.95,
2017-18,21700920,2/28/2018,SAS,H,36,25,240,116,1,0,15,7,0,95,113,10.51,16.84,
2017-18,21700921,2/28/2018,HOU,A,47,13,240,105,1,1,27,4,0,83,105,6.33,11.55,
2017-18,21700921,2/28/2018,LAC,H,32,27,240,92,0,0,2,4,0,72,86,5.22,34.13,
2017-18,21700922,3/1/2018,LAL,A,26,34,,,,,,,,,,28.91,49.31,
2017-18,21700922,3/1/2018,MIA,H,32,29,,,,,,,,,,20.4,32.21,
2017-18,21700923,3/1/2018,CLE,H,36,24,240,97,0,3,0,5,0,71,94,11.81,14.79,
2017-18,21700923,3/1/2018,PHI,A,32,27,240,108,0,0,13,6,0,77,98,2.98,6.66,
2017-18,21700924,3/1/2018,BKN,A,20,42,,,,,,,,,,3.68,6.39,
2017-18,21700924,3/1/2018,SAC,H,18,43,,,,,,,,,,2.71,5.4,
2017-18,21700925,3/1/2018,MIN,A,38,26,240,99,5,5,11,7,0,78,89,2.69,6.21,
2017-18,21700925,3/1/2018,POR,H,35,26,240,108,5,5,12,4,0,75,96,3.52,7.87,
2017-18,21700926,3/2/2018,ORL,H,18,43,265,115,3,1,9,8,0,82,101,4.35,7.05,
2017-18,21700926,3/2/2018,DET,A,29,32,265,106,3,3,9,6,0,82,100,2.7,5.68,
2017-18,21700927,3/2/2018,PHI,H,33,27,240,110,6,3,11,5,0,74,101,2.98,5.59,
2017-18,21700927,3/2/2018,CHA,A,28,34,240,99,5,3,14,5,0,80,99,2.61,5.4,
2017-18,21700928,3/2/2018,ATL,H,19,43,240,109,2,0,6,7,0,84,102,2.79,19.47,
2017-18,21700928,3/2/2018,GSW,A,48,14,240,114,3,3,15,6,0,90,111,16.68,20.35,
2017-18,21700929,3/2/2018,TOR,A,43,17,,,,,,,,,,3.67,6.05,
2017-18,21700929,3/2/2018,WAS,H,36,26,,,,,,,,,,2.38,24.83,
2017-18,21700930,3/2/2018,CHI,H,20,41,240,108,1,1,8,4,0,78,100,22.45,28.45,
2017-18,21700930,3/2/2018,DAL,A,19,43,240,100,0,0,14,7,0,85,98,6,8.74,
2017-18,21700931,3/2/2018,DEN,A,33,28,240,108,1,1,16,5,0,91,104,2.74,5.47,
2017-18,21700931,3/2/2018,MEM,H,18,42,240,102,1,0,4,6,0,80,100,2.73,5.02,
2017-18,21700932,3/2/2018,MIL,H,33,28,240,96,5,2,5,7,0,67,90,2.29,6.72,
2017-18,21700932,3/2/2018,IND,A,34,27,240,103,5,7,17,5,0,78,96,4.43,7.31,
2017-18,21700933,3/2/2018,PHX,H,19,44,240,116,2,3,13,6,0,99,115,2.88,12.66,
2017-18,21700933,3/2/2018,OKC,A,36,27,240,124,2,3,8,5,0,97,114,9.78,12.47,
2017-18,21700934,3/2/2018,MIN,A,38,27,240,108,6,4,3,6,0,77,104,2.69,4.64,
2017-18,21700934,3/2/2018,UTA,H,31,30,240,116,6,1,12,4,0,85,111,1.95,7.17,
2017-18,21700935,3/2/2018,LAC,H,32,28,240,128,2,4,30,3,0,92,124,5.22,13.41,
2017-18,21700935,3/2/2018,NYK,A,24,38,240,105,2,1,3,7,0,78,97,8.19,12.54,
2017-18,21700936,3/3/2018,ORL,H,19,43,240,107,7,9,7,7,0,77,95,4.35,7.08,
2017-18,21700936,3/3/2018,MEM,A,18,43,240,100,7,13,7,6,0,79,94,2.73,14.54,
2017-18,21700937,3/3/2018,CLE,H,36,25,,,,,,,,,,11.81,14.55,
2017-18,21700937,3/3/2018,DEN,A,34,28,,,,,,,,,,2.74,23.14,
2017-18,21700938,3/3/2018,MIA,H,32,30,240,105,2,1,18,6,0,74,102,20.4,23.1,
2017-18,21700938,3/3/2018,DET,A,29,33,240,96,1,0,9,7,0,70,91,2.7,14.89,
2017-18,21700939,3/3/2018,BOS,A,44,19,,,,,,,,,,12.19,18.52,
2017-18,21700939,3/3/2018,HOU,H,48,13,,,,,,,,,,6.33,35.24,
2017-18,21700940,3/3/2018,LAL,A,27,34,,,,,,,,,,28.91,39.42,
2017-18,21700940,3/3/2018,SAS,H,36,26,,,,,,,,,,10.51,14.03,
2017-18,21700941,3/3/2018,POR,H,36,26,240,108,9,0,11,4,0,83,102,3.52,13.3,
2017-18,21700941,3/3/2018,OKC,A,37,27,240,100,9,4,6,6,0,75,96,9.78,12.49,
2017-18,21700942,3/3/2018,SAC,H,19,43,240,91,3,1,1,4,0,66,86,2.71,4.66,
2017-18,21700942,3/3/2018,UTA,A,32,30,240,98,3,1,18,4,0,75,94,1.95,4.74,
2017-18,21700943,3/4/2018,ATL,H,19,44,240,113,12,6,7,4,0,86,110,2.79,5.67,
2017-18,21700943,3/4/2018,PHX,A,19,45,240,112,12,5,7,5,0,87,107,2.88,6.55,
2017-18,21700944,3/4/2018,TOR,H,44,17,240,103,1,1,13,6,0,82,94,3.67,6.28,
2017-18,21700944,3/4/2018,CHA,A,28,35,240,98,0,1,2,5,0,69,87,2.61,7.04,
2017-18,21700945,3/4/2018,IND,A,35,27,240,98,0,0,17,6,0,80,93,4.43,6.81,
2017-18,21700945,3/4/2018,WAS,H,36,27,240,95,0,1,0,7,0,65,88,2.38,4.82,
2017-18,21700946,3/4/2018,NOP,A,35,26,240,126,2,2,20,3,0,91,119,2.44,8.44,
2017-18,21700946,3/4/2018,DAL,H,19,44,240,109,2,2,2,7,0,78,103,6,8.29,
2017-18,21700947,3/4/2018,MIL,H,33,29,240,118,1,1,14,6,0,93,116,2.29,5.27,
2017-18,21700947,3/4/2018,PHI,A,34,27,240,110,0,0,20,6,0,86,105,2.98,8.2,
2017-18,21700948,3/4/2018,LAC,H,33,28,,,,,,,,,,5.22,8.9,
2017-18,21700948,3/4/2018,BKN,A,20,43,,,,,,,,,,3.68,11.87,
2017-18,21700949,3/4/2018,NYK,A,24,39,240,99,2,3,1,6,0,72,93,8.19,10.9,
2017-18,21700949,3/4/2018,SAC,H,19,44,240,102,2,0,19,6,0,83,97,2.71,14.52,
2017-18,21700950,3/5/2018,CLE,H,36,26,240,112,2,3,25,4,0,90,109,11.81,14.51,
2017-18,21700950,3/5/2018,DET,A,29,34,240,90,2,2,6,5,0,70,87,2.7,4.99,
2017-18,21700951,3/5/2018,MIL,A,34,29,240,89,4,3,6,6,0,69,86,2.29,6.72,
2017-18,21700951,3/5/2018,IND,H,36,27,240,92,5,2,15,6,0,73,90,4.43,24.83,
2017-18,21700952,3/5/2018,MIA,H,33,30,240,125,1,2,28,4,0,93,121,20.4,23.28,
2017-18,21700952,3/5/2018,PHX,A,19,46,240,103,1,4,2,6,0,80,98,2.88,15.07,
2017-18,21700953,3/5/2018,BOS,A,44,20,240,105,0,0,37,3,0,86,105,12.19,34.64,
2017-18,21700953,3/5/2018,CHI,H,21,41,240,89,0,0,0,5,0,53,80,22.45,32.96,
2017-18,21700954,3/5/2018,SAS,H,36,27,240,100,9,8,9,4,0,70,94,10.51,13.24,
2017-18,21700954,3/5/2018,MEM,A,18,44,240,98,9,9,8,6,0,72,89,2.73,7.08,
2017-18,21700955,3/5/2018,ORL,A,20,43,240,80,5,0,6,6,0,67,78,4.35,6.3,
2017-18,21700955,3/5/2018,UTA,H,33,30,240,94,5,3,16,4,0,74,90,1.95,30.86,
2017-18,21700956,3/5/2018,LAL,H,28,34,240,103,2,2,12,7,0,80,100,28.91,32.43,
2017-18,21700956,3/5/2018,POR,A,37,26,240,108,3,2,14,3,0,73,103,3.52,6.5,
2017-18,21700957,3/6/2018,PHI,A,34,28,240,128,5,6,18,6,0,101,126,2.98,5.59,
2017-18,21700957,3/6/2018,CHA,H,28,36,240,114,4,2,6,6,0,91,110,2.61,5.4,
2017-18,21700958,3/6/2018,ATL,A,20,44,240,90,8,5,8,6,0,77,85,2.79,6.46,
2017-18,21700958,3/6/2018,TOR,H,45,17,240,106,9,6,19,2,0,76,102,3.67,24.07,
2017-18,21700959,3/6/2018,MIA,A,34,30,265,113,1,5,2,7,0,80,100,20.4,22.78,
2017-18,21700959,3/6/2018,WAS,H,36,28,265,117,1,0,18,9,0,86,102,2.38,8.71,
2017-18,21700960,3/6/2018,HOU,A,49,13,240,122,4,1,19,5,0,87,112,6.33,16.11,
2017-18,21700960,3/6/2018,OKC,H,37,28,240,112,4,0,9,7,0,74,101,9.78,15.78,
2017-18,21700961,3/6/2018,DAL,H,19,45,,,,,,,,,,6,8.74,
2017-18,21700961,3/6/2018,DEN,A,35,28,,,,,,,,,,2.74,10.93,
2017-18,21700962,3/6/2018,NYK,A,24,40,,,,,,,,,,8.19,11.71,
2017-18,21700962,3/6/2018,POR,H,38,26,,,,,,,,,,3.52,20.2,
2017-18,21700963,3/6/2018,GSW,H,49,14,240,114,9,2,21,5,0,86,110,16.68,20.36,
2017-18,21700963,3/6/2018,BKN,A,20,44,240,101,8,6,6,5,0,80,98,3.68,6.12,
2017-18,21700964,3/6/2018,NOP,A,36,26,240,121,3,2,20,6,0,97,109,2.44,7.66,
2017-18,21700964,3/6/2018,LAC,H,34,28,240,116,3,2,4,6,0,82,113,5.22,9.65,
2017-18,21700965,3/7/2018,IND,H,37,27,240,84,2,1,6,5,0,69,81,4.43,6.38,
2017-18,21700965,3/7/2018,UTA,A,34,30,240,104,2,1,23,4,0,79,101,1.95,5.62,
2017-18,21700966,3/7/2018,TOR,A,45,18,265,121,7,3,7,7,0,85,105,3.67,6.37,
2017-18,21700966,3/7/2018,DET,H,29,35,265,119,7,9,17,7,0,84,101,2.7,25.15,
2017-18,21700967,3/7/2018,CHI,H,21,42,240,119,3,0,21,4,0,90,111,22.45,25.18,
2017-18,21700967,3/7/2018,MEM,A,18,45,240,110,2,1,5,7,0,75,108,2.73,9.06,
2017-18,21700968,3/7/2018,HOU,A,50,13,,,,,,,,,,6.33,8.62,
2017-18,21700968,3/7/2018,MIL,H,34,30,,,,,,,,,,2.29,4.73,
2017-18,21700969,3/7/2018,NOP,A,37,26,,,,,,,,,,2.44,5.15,
2017-18,21700969,3/7/2018,SAC,H,20,44,,,,,,,,,,2.71,14.52,
2017-18,21700970,3/7/2018,CLE,A,37,26,240,113,1,1,16,6,0,89,104,11.81,14.55,
2017-18,21700970,3/7/2018,DEN,H,35,29,240,108,1,2,3,7,0,87,102,2.74,31.65,
2017-18,21700971,3/7/2018,LAL,H,28,35,240,108,7,8,12,7,0,81,106,28.91,33.26,
2017-18,21700971,3/7/2018,ORL,A,20,44,240,107,7,3,15,7,0,79,97,4.35,8.03,
2017-18,21700972,3/8/2018,BKN,A,20,45,240,125,3,0,21,4,0,96,123,3.68,6.29,
2017-18,21700972,3/8/2018,CHA,H,28,37,240,111,3,1,5,4,0,85,107,2.61,23.01,
2017-18,21700973,3/8/2018,MIA,H,34,31,,,,,,,,,,20.4,23.38,
2017-18,21700973,3/8/2018,PHI,A,35,28,,,,,,,,,,2.98,15.17,
2017-18,21700974,3/8/2018,BOS,A,45,20,240,117,4,1,18,4,0,86,111,12.19,14.88,
2017-18,21700974,3/8/2018,MIN,H,38,28,240,109,3,0,4,6,0,74,100,2.69,5.57,
2017-18,21700975,3/8/2018,PHX,A,19,47,240,87,1,0,7,4,0,67,86,2.88,12.66,
2017-18,21700975,3/8/2018,OKC,H,37,29,240,115,2,2,29,5,0,88,110,9.78,26.46,
2017-18,21700976,3/8/2018,GSW,H,50,14,240,110,4,10,11,7,0,78,105,16.68,27.19,
2017-18,21700976,3/8/2018,SAS,A,37,27,240,107,3,3,9,5,0,87,105,10.51,32.96,
2017-18,21700977,3/9/2018,CHI,A,22,42,240,83,0,1,10,5,0,62,78,22.45,25.15,
2017-18,21700977,3/9/2018,DET,H,29,36,240,99,1,2,20,4,0,73,95,2.7,5.49,
2017-18,21700978,3/9/2018,ATL,A,20,45,240,87,0,0,2,5,0,63,85,2.79,7.22,
2017-18,21700978,3/9/2018,IND,H,37,28,240,112,1,0,31,5,0,87,112,4.43,10.76,
2017-18,21700979,3/9/2018,HOU,A,51,13,,,,,,,,,,6.33,10,
2017-18,21700979,3/9/2018,TOR,H,47,17,,,,,,,,,,3.67,5.62,
2017-18,21700980,3/9/2018,UTA,A,35,30,240,95,5,5,17,3,0,71,91,1.95,4.68,
2017-18,21700980,3/9/2018,MEM,H,18,46,240,78,4,1,4,5,0,58,76,2.73,5.02,
2017-18,21700981,3/9/2018,MIL,H,34,31,240,120,1,0,16,4,0,91,116,2.29,10.48,
2017-18,21700981,3/9/2018,NYK,A,24,41,240,112,1,5,1,6,0,89,105,8.19,10.63,
2017-18,21700982,3/9/2018,NOP,H,38,26,240,97,1,2,1,6,0,62,90,2.44,4.82,
2017-18,21700982,3/9/2018,WAS,A,37,28,240,116,1,0,27,3,0,83,108,2.38,5.12,
2017-18,21700983,3/9/2018,DEN,H,35,30,240,125,6,2,13,6,0,94,116,2.74,31.65,
2017-18,21700983,3/9/2018,LAL,A,29,35,240,116,5,4,4,6,0,96,114,28.91,45.59,
2017-18,21700984,3/9/2018,GSW,A,51,14,240,108,2,2,6,6,0,83,105,16.68,20.2,
2017-18,21700984,3/9/2018,POR,H,39,26,240,125,2,1,18,5,0,87,115,3.52,7.87,
2017-18,21700985,3/9/2018,ORL,A,20,45,240,88,0,0,0,4,0,62,81,4.35,7.06,
2017-18,21700985,3/9/2018,SAC,H,20,45,240,94,0,0,15,5,0,74,92,2.71,14.52,
2017-18,21700986,3/9/2018,CLE,A,38,26,,,,,,,,,,11.81,17.03,
2017-18,21700986,3/9/2018,LAC,H,34,29,,,,,,,,,,5.22,8.1,
2017-18,21700987,3/10/2018,PHX,A,19,48,240,115,0,3,0,7,0,72,113,2.88,5.49,
2017-18,21700987,3/10/2018,CHA,H,28,38,240,122,0,0,22,4,0,94,115,2.61,23.01,
2017-18,21700988,3/10/2018,MIA,H,35,31,240,129,0,0,38,3,0,103,129,20.4,22.78,
2017-18,21700988,3/10/2018,WAS,A,38,28,240,102,0,0,0,6,0,76,96,2.38,8.38,
2017-18,21700989,3/10/2018,DAL,H,20,45,240,114,1,0,34,6,0,84,107,6,8.73,
2017-18,21700989,3/10/2018,MEM,A,18,47,240,80,1,1,1,3,0,63,78,2.73,13.24,
2017-18,21700990,3/10/2018,SAS,A,37,28,,,,,,,,,,10.51,20.29,
2017-18,21700990,3/10/2018,OKC,H,38,29,,,,,,,,,,9.78,15,
2017-18,21700991,3/10/2018,LAC,H,35,29,240,113,6,6,12,5,0,87,111,5.22,9.57,
2017-18,21700991,3/10/2018,ORL,A,20,46,240,105,6,4,9,5,0,89,102,4.35,12.54,
2017-18,21700992,3/11/2018,NYK,H,24,42,240,106,2,4,5,6,0,86,102,8.19,11.86,
2017-18,21700992,3/11/2018,TOR,A,48,17,240,132,3,8,30,3,0,102,130,3.67,6.46,
2017-18,21700993,3/11/2018,ATL,H,20,46,240,122,0,1,16,7,0,85,112,2.79,25.24,
2017-18,21700993,3/11/2018,CHI,A,22,43,240,129,1,2,13,3,0,91,118,22.45,39.13,
2017-18,21700994,3/11/2018,GSW,A,51,15,,,,,,,,,,16.68,19.37,
2017-18,21700994,3/11/2018,MIN,H,38,29,,,,,,,,,,2.69,5.13,
2017-18,21700995,3/11/2018,NOP,H,38,27,240,99,1,3,9,5,0,74,97,2.44,4.39,
2017-18,21700995,3/11/2018,UTA,A,36,30,240,116,2,10,17,4,0,78,106,1.95,4.69,
2017-18,21700996,3/11/2018,DEN,H,36,30,240,130,1,1,36,5,0,101,126,2.74,5.45,
2017-18,21700996,3/11/2018,SAC,A,21,45,240,104,0,1,2,3,0,68,100,2.71,8.71,
2017-18,21700997,3/11/2018,DAL,H,21,45,240,82,1,1,6,7,0,63,79,6,12.33,
2017-18,21700997,3/11/2018,HOU,A,51,14,240,105,1,2,26,2,0,80,103,6.33,18.52,
2017-18,21700998,3/11/2018,BOS,H,46,20,,,,,,,,,,12.19,16.62,
2017-18,21700998,3/11/2018,IND,A,38,28,,,,,,,,,,4.43,8.11,
2017-18,21700999,3/11/2018,BKN,H,21,45,240,97,0,0,2,6,0,83,93,3.68,6.66,
2017-18,21700999,3/11/2018,PHI,A,35,29,240,120,1,0,27,5,0,96,120,2.98,14.79,
2017-18,21701000,3/11/2018,CLE,A,38,27,,,,,,,,,,11.81,40.72,
2017-18,21701000,3/11/2018,LAL,H,29,36,,,,,,,,,,28.91,35.24,
2017-18,21701001,3/12/2018,HOU,H,52,14,240,109,1,1,26,2,0,88,107,6.33,16.84,
2017-18,21701001,3/12/2018,SAS,A,37,29,240,93,0,0,2,7,0,67,92,10.51,12.8,
2017-18,21701002,3/12/2018,MIL,A,35,31,240,121,2,1,19,4,0,90,111,2.29,5.02,
2017-18,21701002,3/12/2018,MEM,H,18,48,240,103,1,0,8,4,0,73,98,2.73,5.44,
2017-18,21701003,3/12/2018,SAC,A,21,46,240,101,2,6,1,4,0,79,94,2.71,12.49,
2017-18,21701003,3/12/2018,OKC,H,39,29,240,106,2,0,10,4,0,78,102,9.78,30.18,
2017-18,21701004,3/12/2018,MIA,A,36,31,240,99,2,3,3,6,0,72,95,20.4,23.92,
2017-18,21701004,3/12/2018,POR,H,40,26,240,115,2,2,19,4,0,88,107,3.52,7.95,
2017-18,21701005,3/13/2018,IND,A,39,28,240,101,2,2,12,7,0,83,97,4.43,7.41,
2017-18,21701005,3/13/2018,PHI,H,36,29,240,98,1,1,5,7,0,79,91,2.98,5.67,
2017-18,21701006,3/13/2018,MIN,A,39,29,240,116,5,3,8,5,0,82,109,2.69,5.07,
2017-18,21701006,3/13/2018,WAS,H,38,29,240,111,5,0,10,7,0,90,104,2.38,5.17,
2017-18,21701007,3/13/2018,ATL,H,20,47,240,107,1,3,12,5,0,88,103,2.79,12.57,
2017-18,21701007,3/13/2018,OKC,A,40,29,240,119,1,0,16,4,0,90,116,9.78,13.46,
2017-18,21701008,3/13/2018,BKN,H,21,46,240,102,5,3,15,6,0,85,100,3.68,7.35,
2017-18,21701008,3/13/2018,TOR,A,49,17,240,116,6,3,14,4,0,87,110,3.67,9.67,
2017-18,21701009,3/13/2018,DAL,A,21,46,240,110,6,3,14,5,0,83,104,6,14.19,
2017-18,21701009,3/13/2018,NYK,H,24,43,240,97,5,3,9,6,0,72,95,8.19,30.64,
2017-18,21701010,3/13/2018,CHI,H,23,43,240,106,4,4,8,4,0,78,101,22.45,27.67,
2017-18,21701010,3/13/2018,LAC,A,36,29,240,112,4,3,14,5,0,90,111,5.22,7.66,
2017-18,21701011,3/13/2018,NOP,H,38,28,240,119,4,0,11,5,0,92,110,2.44,5.05,
2017-18,21701011,3/13/2018,CHA,A,29,38,240,115,4,9,6,6,0,92,108,2.61,6.96,
2017-18,21701012,3/13/2018,ORL,A,20,47,,,,,,,,,,4.35,14.86,
2017-18,21701012,3/13/2018,SAS,H,37,30,,,,,,,,,,10.51,12.46,
2017-18,21701013,3/13/2018,UTA,H,37,30,240,110,0,0,39,5,0,86,106,1.95,4.65,
2017-18,21701013,3/13/2018,DET,A,30,36,240,79,0,0,0,4,0,59,70,2.7,14.51,
2017-18,21701014,3/13/2018,CLE,A,38,28,,,,,,,,,,11.81,14.69,
2017-18,21701014,3/13/2018,PHX,H,19,49,,,,,,,,,,2.88,5.62,
2017-18,21701015,3/13/2018,DEN,A,37,30,,,,,,,,,,2.74,31.65,
2017-18,21701015,3/13/2018,LAL,H,30,36,,,,,,,,,,28.91,31.2,
2017-18,21701016,3/14/2018,MIL,A,36,31,240,117,2,0,4,6,0,80,104,2.29,6.64,
2017-18,21701016,3/14/2018,ORL,H,20,48,240,126,2,1,16,5,0,91,116,4.35,16.54,
2017-18,21701017,3/14/2018,BOS,H,46,21,290,124,3,3,20,8,0,80,100,12.19,14.57,
2017-18,21701017,3/14/2018,WAS,A,38,30,290,125,3,1,6,10,0,81,97,2.38,22.78,
2017-18,21701018,3/14/2018,MIA,A,36,32,265,119,3,5,11,8,0,79,107,20.4,23.11,
2017-18,21701018,3/14/2018,SAC,H,21,47,265,123,3,3,16,7,0,91,106,2.71,19.39,
2017-18,21701019,3/14/2018,GSW,H,51,16,240,117,4,1,15,5,0,89,114,16.68,45.59,
2017-18,21701019,3/14/2018,LAL,A,31,36,240,106,4,2,2,6,0,82,102,28.91,33.34,
2017-18,21701020,3/15/2018,IND,H,40,28,240,99,2,3,10,7,0,79,94,4.43,8.1,
2017-18,21701020,3/15/2018,TOR,A,50,17,240,106,2,4,8,5,0,77,100,3.67,6.46,
2017-18,21701021,3/15/2018,ATL,H,20,48,240,117,0,1,0,5,0,79,108,2.79,5.4,
2017-18,21701021,3/15/2018,CHA,A,29,39,240,129,0,0,23,3,0,97,123,2.61,10.8,
2017-18,21701022,3/15/2018,NYK,H,24,44,240,110,6,10,13,6,0,91,106,8.19,11.17,
2017-18,21701022,3/15/2018,PHI,A,36,30,240,118,6,3,8,6,0,85,110,2.98,9.31,
2017-18,21701023,3/15/2018,HOU,H,53,14,240,101,5,7,8,4,0,78,98,6.33,11.55,
2017-18,21701023,3/15/2018,LAC,A,37,29,240,96,5,6,12,5,0,74,92,5.22,27.67,
2017-18,21701024,3/15/2018,CHI,A,23,44,240,111,10,5,7,6,0,78,103,22.45,25.18,
2017-18,21701024,3/15/2018,MEM,H,18,49,240,110,9,10,11,6,0,75,103,2.73,5.17,
2017-18,21701025,3/15/2018,NOP,A,39,28,240,93,0,0,4,6,0,73,90,2.44,12.95,
2017-18,21701025,3/15/2018,SAS,H,38,30,240,98,1,0,15,6,0,78,91,10.51,13.25,
2017-18,21701026,3/15/2018,DEN,H,37,31,240,120,5,5,26,6,0,98,111,2.74,5.44,
2017-18,21701026,3/15/2018,DET,A,30,37,240,113,4,5,5,6,0,84,103,2.7,5.58,
2017-18,21701027,3/15/2018,PHX,A,19,50,240,88,2,3,4,5,0,66,85,2.88,4.83,
2017-18,21701027,3/15/2018,UTA,H,38,30,240,116,2,0,31,4,0,81,113,1.95,13.76,
2017-18,21701028,3/15/2018,CLE,A,39,28,240,105,7,2,4,7,0,77,102,11.81,15.33,
2017-18,21701028,3/15/2018,POR,H,41,26,240,113,7,3,15,4,0,88,108,3.52,15.71,
2017-18,21701029,3/16/2018,BOS,A,46,22,240,92,1,0,24,3,0,75,87,12.19,16.54,
2017-18,21701029,3/16/2018,ORL,H,21,48,240,83,0,0,2,6,0,52,76,4.35,8.03,
2017-18,21701030,3/16/2018,BKN,A,21,47,240,116,10,10,13,7,0,81,110,3.68,6.66,
2017-18,21701030,3/16/2018,PHI,H,37,30,240,120,11,7,6,6,0,86,110,2.98,8.98,
2017-18,21701031,3/16/2018,DAL,A,22,46,265,115,6,6,11,8,0,84,106,6,9.67,
2017-18,21701031,3/16/2018,TOR,H,51,17,265,122,6,6,7,8,0,78,102,3.67,8.89,
2017-18,21701032,3/16/2018,LAC,A,37,30,240,113,0,2,9,6,0,84,109,5.22,15,
2017-18,21701032,3/16/2018,OKC,H,41,29,240,121,1,0,12,5,0,89,116,9.78,26.46,
2017-18,21701033,3/16/2018,GSW,H,52,16,240,93,2,2,11,6,0,75,90,16.68,19.39,
2017-18,21701033,3/16/2018,SAC,A,22,47,240,98,3,6,5,5,0,75,89,2.71,31.62,
2017-18,21701034,3/16/2018,LAL,H,31,37,240,91,8,5,4,7,0,71,88,28.91,49.31,
2017-18,21701034,3/16/2018,MIA,A,36,33,240,92,8,4,7,5,0,74,90,20.4,24.83,
2017-18,21701035,3/17/2018,IND,A,40,29,240,102,1,1,4,6,0,71,94,4.43,6.81,
2017-18,21701035,3/17/2018,WAS,H,39,30,240,109,2,1,21,6,0,86,105,2.38,4.82,
2017-18,21701036,3/17/2018,NOP,H,39,29,240,101,2,4,2,7,0,72,91,2.44,8.77,
2017-18,21701036,3/17/2018,HOU,A,54,14,240,107,2,4,20,5,0,84,99,6.33,12.33,
2017-18,21701037,3/17/2018,DAL,A,22,47,240,106,4,2,10,6,0,89,104,6,9.68,
2017-18,21701037,3/17/2018,BKN,H,21,48,240,114,4,3,14,4,0,88,110,3.68,11.87,
2017-18,21701038,3/17/2018,NYK,H,24,45,,,,,,,,,,8.19,10.8,
2017-18,21701038,3/17/2018,CHA,A,30,39,,,,,,,,,,2.61,14.42,
2017-18,21701039,3/17/2018,CLE,A,39,29,,,,,,,,,,11.81,34.26,
2017-18,21701039,3/17/2018,CHI,H,24,44,,,,,,,,,,22.45,25.19,
2017-18,21701040,3/17/2018,DEN,A,38,31,240,94,0,2,0,6,0,75,94,2.74,5.47,
2017-18,21701040,3/17/2018,MEM,H,18,50,240,101,0,0,21,6,0,84,96,2.73,5.52,
2017-18,21701041,3/17/2018,ATL,A,20,49,240,117,3,4,11,7,0,87,112,2.79,5.08,
2017-18,21701041,3/17/2018,MIL,H,36,32,240,122,4,5,13,5,0,95,116,2.29,4.98,
2017-18,21701042,3/17/2018,MIN,A,40,29,240,101,2,1,9,6,0,81,99,2.69,13.2,
2017-18,21701042,3/17/2018,SAS,H,39,30,240,117,2,0,17,5,0,90,114,10.51,13.22,
2017-18,21701043,3/17/2018,SAC,A,23,47,240,97,7,5,9,7,0,79,88,2.71,4.66,
2017-18,21701043,3/17/2018,UTA,H,39,30,240,103,7,3,10,6,0,80,92,1.95,18.63,
2017-18,21701044,3/17/2018,GSW,A,52,17,240,124,5,2,17,6,0,94,119,16.68,19.56,
2017-18,21701044,3/17/2018,PHX,H,19,51,240,109,5,1,15,5,0,85,107,2.88,6.4,
2017-18,21701045,3/17/2018,POR,H,42,26,,,,,,,,,,3.52,6.22,
